ID,fldOrderNumber,fldQuoteNumber,fldTotalMinutes,fldTotalHours,fldTotalHoursCost,fldRefuseRecycle,fldStandardHours,fldStandardCost,fldChallengeHours,fldChallengeCost,fldCarryUpHours,fldCarryUpCost,fldChallengeCarryUpHrs,fldChallengeCarryUpCost,fldNumberOfInstallers,fldTotalPeiceCount,fldTotalTruckCost,fldHardwareCost,fldWarehouseRec,fldOnSiteRec,fldNewUsedRec,fldOvertimeDeliveryHrs,fldOvertimeDeliveryCost,fldTotalCostAnchorage,fldAnchorageSell,fldBaseDriveHrs,fldBaseDriveCost,fldCombBaseLaborCost,fldTotalCostBaseDrive,fldBaseSell,fldEagleRiverDriveHrs,fldEagleRiverDriveCost,fldCombEagleRiverLaborCost,fldTotalCostEagleRiverDrive,fldEagleRiverSell,fldValleyDriveHrs,fldValleyDriveCost,fldCombValleyLaborCost,fldTotalCostValleyDrive,fldValleySell,fldOutOfTownLabor,fldOutOfTownCost,fldNumOutOfTownInstallers,fldTtlOutOfTownCost,fldOutOfTownSell,fldLaborStdTime,fldLaborOverTime,fldToolOverWeight,fldPerDiem,fldHotelCost,fldAirFare,fldParking,fldRentalCar,fldMiscTravel,fldDate,fldTime,fldSales,fldProjMnger,fldDesigner,fldAcctCoord,fldHdFilingTeardown,fldHdFilingInstall,fldPostShelves,fldRotaryFiles,fldModWall,fldTotalReconfigTime,fldDavisBacon,fldTruckCharge,fldNumDays,fldCustomCut,fldCorian,fldFrtCost,fldFrtSell,fldApproved,fldQuoted,fldSold,fldOptStandard,fldOptChallenge,fldOptCarryUp,fldWareHouseRecHrs,fldOnSiteRecHrs,fldNewUsedRecHrs,fldMiscServices,fldAvgCostPerStationAnch,fldAvgCostPerStationBase,fldAvgCostPerStationER,fldAvgCostPerStationValley,fldAvgCostPerStationOutOfTown,fldNumberOfStations
210,,2nd floor final,78091,1301.5,"$48,480.88",52.1,1354,"$50,436.50",1497,"$55,763.25",1484,55279,1575,"$58,668.75",187,6157,"$1,000.00",$0.00,"$7,272.13","$4,363.28","$7,272.13",0,$0.00,"$64,035.38","$91,479.12",467.5,"$22,089.38","$77,852.63","$86,124.76","$123,035.40",280.5,"$13,253.63","$69,016.88","$77,289.01","$110,412.90",467.5,"$25,712.50","$81,475.75","$89,747.88","$128,211.30",1692.2,"$63,076.45",212,"$63,076.45","$90,109.21",1688,4.199951,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,2/3/17,12:45:46 PM,Joe Schroeder,Paul Moyers,Paul Moyers,Vickie Stalmarck,0,0,0,0,0,0,$0.00,20,1,$0.00,$0.00,$0.00,$0.00,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,195.225,117.135,195.225,0,"$64,035.38","$86,124.76","$77,289.01","$89,747.88","$63,076.45",1
212,58990,2nd floor prelim final,78091,1301.5,"$48,480.88",52.1,1354,"$50,436.50",1497,"$55,763.25",1484,55279,1575,"$58,668.75",187,6157,"$1,000.00",$0.00,"$7,272.13","$4,363.28","$7,272.13",0,$0.00,"$64,035.38","$91,479.12",467.5,"$22,089.38","$77,852.63","$86,124.76","$123,035.40",280.5,"$13,253.63","$69,016.88","$77,289.01","$110,412.90",467.5,"$25,712.50","$81,475.75","$89,747.88","$128,211.30",1692.2,"$63,076.45",212,"$63,076.45","$90,109.21",1688,4.199951,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,2/3/17,12:51:44 PM,Joe Schroeder,Paul Moyers,Paul Moyers,Vickie Stalmarck,0,0,0,0,0,0,$0.00,20,1,$0.00,$0.00,$0.00,$0.00,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,195.225,117.135,195.225,0,"$64,035.38","$86,124.76","$77,289.01","$89,747.88","$63,076.45",1
204,38477,38481,3722,62,"$2,309.50",2.5,64,"$2,384.00",78,"$2,905.50",71,2644.75,75,"$2,793.75",9,309,$50.00,$19.44,$346.43,$207.86,$346.43,0,$0.00,"$3,209.62","$4,585.17",22.5,"$1,063.13","$3,856.88","$4,272.74","$6,103.92",13.5,$637.88,"$3,431.63","$3,847.49","$5,496.42",22.5,"$1,237.50","$4,031.25","$4,447.12","$6,353.02",84.3,"$3,183.18",11,"$3,183.18","$4,547.39",80,4.300003,$0.00,$0.00,$0.00,$0.00,$0.00,$4.00,$0.00,1/25/17,11:42:38 AM,Joe Schroeder,Joe Schroeder,Paul Moyers,Pam Sebrey,0,0,0,0,0,0,$0.00,1,1,$0.00,$0.00,$0.00,$0.00,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,9.3,5.58,9.3,0,"$3,209.61","$4,272.74","$3,847.49","$4,447.12","$3,183.18",1
196,35366,39170,7700,128.3,"$4,779.18",5.1,133,"$4,954.25",149,"$5,550.25",146,5438.5,155,"$5,773.75",4,480,$0.00,$87.48,$716.88,$430.13,$716.88,0,$0.00,"$6,216.86","$8,881.22",10,$472.50,"$6,022.75","$6,689.36","$9,556.22",6,$283.50,"$5,833.75","$6,500.36","$9,286.22",10,$550.00,"$6,100.25","$6,766.86","$9,666.94",160.5,"$5,983.63",4,"$13,683.63","$19,548.04",160,0.5,$200.00,"$2,000.00",$0.00,"$5,000.00",$500.00,$0.00,$0.00,1/9/17,4:06:42 PM,Joe Schroeder,Paul Moyers,Paul Moyers,Pam Sebrey,0,0,0,0,0,0,$0.00,0,5,$149.00,$0.00,$0.00,$0.00,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,19.245,11.547,19.245,0,$414.46,$445.96,$433.36,$451.12,$912.24,15
108,53623,43624,558,9.3,$346.43,0.4,10,$372.50,12,$447.00,11,409.75,11,$409.75,2,26,$50.00,$19.44,$51.96,$31.18,$51.96,0,$0.00,$568.40,$812.01,5,$236.25,$683.25,$804.65,"$1,149.51",3,$141.75,$588.75,$710.15,"$1,014.51",5,$275.00,$722.00,$843.40,"$1,204.86",13.4,$553.15,2,$553.15,$790.21,8,5.4,$0.00,$0.00,$0.00,$0.00,$0.00,$1.00,$0.00,6/27/16,12:26:55 PM,Tom Hawkins,Lonnie Hawkins,Lonnie Hawkins,Vickie Stalmarck,0,0,0,0,0,0,$0.00,1,1,$0.00,$0.00,$0.00,$0.00,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,1.395,0.8370001,1.395,0,$568.40,$804.65,$710.15,$843.40,$553.15,1
586,121212,44,3864,64.4,"$1,932.00",2.6,67,"$2,010.00",75,"$2,250.00",73,2190,78,"$2,340.00",5,252,$100.00,$0.00,$289.80,$173.88,$289.80,0,$0.00,"$2,639.80","$3,882.06",12.5,$500.00,"$2,750.00","$3,139.80","$4,617.35",7.5,$300.00,"$2,550.00","$2,939.80","$4,323.24",25,"$1,375.00","$3,625.00","$4,014.80","$5,904.12",84.7,"$2,588.00",5,"$2,588.00","$3,805.88",80,4.699997,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,3/1/22,9:03:16 AM,Joe Schroeder,Joe Schroeder,Paul Moyers,Vickie Stalmarck,0,0,0,0,0,0,$0.00,2,2,$0.00,$0.00,$0.00,$0.00,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,9.660001,5.796,9.660001,0,"$2,639.80","$3,139.80","$2,939.80","$4,014.80","$2,588.00",1
473,55555,444444,4909,81.8,"$3,047.05",3.3,85,"$3,166.25",95,"$3,538.75",93,3464.25,99,"$3,687.75",4,425,$150.00,$97.20,$457.06,$274.23,$457.06,0,$0.00,"$4,243.01","$6,239.72",10,$472.50,"$4,011.25","$4,715.51","$6,934.57",6,$283.50,"$3,822.25","$4,526.51","$6,656.63",30,"$1,650.00","$5,188.75","$5,893.01","$8,666.19",107.3,"$4,109.93",4,"$4,109.93","$6,044.01",96,11.3,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,6/11/19,11:35:07 AM,Joe Schroeder,Paul Moyers,Paul Moyers,Tiffany Ghan,0,0,0,0,0,0,$0.00,3,3,$0.00,$0.00,$0.00,$0.00,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,12.27,7.362001,12.27,0,$353.58,$392.96,$377.21,$491.08,$342.49,12
433,FBI,454545,600,10,$372.50,0.4,10,$372.50,12,$447.00,11,409.75,12,$447.00,2,14,$50.00,$0.00,$55.88,$33.53,$55.88,0,$0.00,$552.88,$813.05,5,$236.25,$683.25,$789.13,"$1,160.48",3,$141.75,$588.75,$694.63,"$1,021.51",5,$275.00,$722.00,$827.88,"$1,217.46",13.5,$557.88,2,$557.88,$820.40,8,5.5,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,11/13/18,10:38:57 AM,Joe Schroeder,Paul Moyers,Paul Moyers,Vickie Stalmarck,0,0,0,0,0,0,$0.00,1,1,$0.00,$0.00,$0.00,$0.00,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,1.5,0.9,1.5,0,$552.88,$789.13,$694.63,$827.88,$557.88,1
587,563465223,46t`p178t,5752,95.9,"$2,877.00",3.8,100,"$3,000.00",115,"$3,450.00",109,3270,116,"$3,480.00",14,458,$50.00,$25.92,$431.55,$258.93,$431.55,0,$0.00,"$3,957.47","$5,819.81",35,"$1,400.00","$4,850.00","$5,357.47","$7,878.63",21,$840.00,"$4,290.00","$4,797.47","$7,055.10",35,"$1,925.00","$5,375.00","$5,882.47","$8,650.69",129.4,"$3,896.00",16,"$3,896.00","$5,729.41",128,1.399994,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,3/16/22,11:47:35 AM,Joe Schroeder,Joe Schroeder,Paul Moyers,Vickie Stalmarck,0,0,0,0,0,0,$0.00,1,1,$0.00,$0.00,$0.00,$0.00,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,14.385,8.631001,14.385,0,"$3,957.47","$5,357.47","$4,797.47","$5,882.47","$3,896.00",1
62,46472,47421,15675,261.2,"$9,729.70",10.4,272,"$10,132.00",347,"$12,925.75",300,11175,316,"$11,771.00",43,732,$50.00,$61.56,"$1,654.05",$875.67,"$1,459.46",0,$0.00,"$14,691.36","$20,987.66",107.5,"$5,079.38","$18,005.13","$19,770.73","$28,243.91",64.5,"$3,047.63","$15,973.38","$17,738.98","$25,341.41",107.5,"$5,912.50","$18,838.25","$20,603.86","$29,434.09",391.4,"$14,653.65",49,"$14,653.65","$20,933.79",384,7.399994,$0.00,$0.00,$0.00,$0.00,$0.00,$22.00,$0.00,3/15/16,1:25:03 PM,Lonnie Hawkins,Lonnie Hawkins,Lonnie Hawkins,Vickie Stalmarck,0,0,0,0,0,0,$0.00,1,1,$0.00,$0.00,$0.00,$0.00,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,44.404,23.508,39.18,0,"$14,691.36","$19,770.73","$17,738.98","$20,603.86","$14,653.65",1
42,49877,50017,60,1.5,$55.88,0.1,2,$74.50,2,$74.50,2,74.5,2,$74.50,0,2,$50.00,$0.00,$8.38,$5.03,$8.38,0,$0.00,$162.88,$232.69,0,$0.00,$74.50,$162.88,$232.69,0,$0.00,$74.50,$162.88,$232.69,0,$0.00,$74.50,$162.88,$232.69,2.2,$103.95,0,$103.95,$148.50,0,2.2,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,2/10/16,11:14:00 AM,Joe Schroeder,Paul Moyers,Paul Moyers,Pam Sebrey,0,0,0,0,0,0,$0.00,1,1,$0.00,$0.00,$0.00,$0.00,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,0.225,0.135,0.225,30,$81.44,$81.44,$81.44,$81.44,$51.98,2
43,49878,50019,385,6.4,$238.40,0.3,7,$260.75,7,$260.75,7,260.75,8,$298.00,1,22,$50.00,$9.72,$35.76,$21.46,$35.76,0,$0.00,$393.48,$562.11,2.5,$118.13,$416.13,$511.61,$730.86,1.5,$70.88,$368.88,$464.36,$663.36,2.5,$137.50,$435.50,$530.98,$758.54,9,$345.25,1,$345.25,$493.21,8,1,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,2/10/16,11:45:54 AM,Joe Schroeder,Paul Moyers,Paul Moyers,Pam Sebrey,0,0,0,0,0,0,$0.00,1,1,$0.00,$0.00,$0.00,$0.00,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,0.96,0.576,0.96,0,$393.48,$511.61,$464.36,$530.98,$345.25,1
44,49880,50040,428,7.1,$264.48,0.3,7,$260.75,8,$298.00,8,298,9,$335.25,1,23,$50.00,$12.96,$39.67,$23.80,$39.67,0,$0.00,$437.88,$625.54,2.5,$118.13,$453.38,$556.01,$794.29,1.5,$70.88,$406.13,$508.76,$726.79,2.5,$137.50,$472.75,$575.38,$821.97,10.1,$397.23,1,$397.23,$567.46,8,2.1,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,2/11/16,8:05:27 AM,Joe Schroeder,Paul Moyers,Paul Moyers,Pam Sebrey,0,0,0,0,0,0,$0.00,1,1,$0.00,$0.00,$0.00,$0.00,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,1.065,0.6390001,1.065,0,$437.88,$556.01,$508.76,$575.38,$397.23,1
45,,50042,606,10.1,$376.23,0.4,10,$372.50,12,$447.00,12,447,12,$447.00,2,35,$50.00,$16.20,$56.43,$33.86,$56.43,0,$0.00,$569.63,$813.76,5,$236.25,$683.25,$805.88,"$1,151.26",3,$141.75,$588.75,$711.38,"$1,016.26",5,$275.00,$722.00,$844.63,"$1,206.62",13.5,$557.88,2,$557.88,$796.96,8,5.5,$0.00,$0.00,$0.00,$0.00,$0.00,$1.00,$0.00,2/11/16,8:34:27 AM,Joe Schroeder,Paul Moyers,Paul Moyers,Pam Sebrey,0,0,0,0,0,0,$0.00,1,1,$0.00,$0.00,$0.00,$0.00,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,1.515,0.909,1.515,0,$569.63,$805.88,$711.38,$844.63,$557.88,1
46,49055,50112,254,5.7,$212.33,0.2,6,$223.50,6,$223.50,6,223.5,7,$260.75,1,42,$50.00,$0.00,$31.85,$19.11,$31.85,0,$0.00,$395.35,$564.78,2.5,$118.13,$341.63,$513.47,$733.53,1.5,$70.88,$294.38,$466.22,$666.03,2.5,$137.50,$361.00,$532.85,$761.21,6.9,$326.03,1,$326.03,$465.75,0,6.9,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,2/16/16,9:36:58 AM,Joe Schroeder,Paul Moyers,Paul Moyers,Pam Sebrey,0,0,0,0,0,0,$0.00,1,1,$0.00,$0.00,$0.00,$0.00,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,0.855,0.513,0.855,90,$395.35,$513.47,$466.22,$532.85,$326.02,1
47,50094,50118,36,1.1,$40.98,0,1,$37.25,1,$37.25,1,37.25,1,$37.25,1,12,$50.00,$0.00,$6.15,$3.69,$6.15,0,$0.00,$123.40,$176.28,2.5,$118.13,$155.38,$241.52,$345.03,1.5,$70.88,$108.13,$194.27,$277.53,2.5,$137.50,$174.75,$260.90,$372.71,1.2,$56.70,0,$56.70,$81.00,0,1.2,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,2/16/16,10:35:24 AM,Tom Hawkins,Tom Hawkins,Melanie Browning,Pam Sebrey,0,0,0,0,0,0,$0.00,1,1,$0.00,$0.00,$0.00,$0.00,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,0.165,0.09900001,0.165,30,$123.40,$241.52,$194.27,$260.90,$56.70,1
48,50095,50329,4970,84.8,"$3,158.80",3.4,88,"$3,278.00",106,"$3,948.50",98,3650.5,102,"$3,799.50",3,332,$200.00,$55.08,$473.82,$284.29,$473.82,0,$0.00,"$4,797.40","$6,853.43",7.5,$354.38,"$4,302.88","$5,151.78","$7,359.68",4.5,$212.63,"$4,161.13","$5,010.03","$7,157.18",7.5,$412.50,"$4,361.00","$5,209.90","$7,442.71",118.7,"$4,488.58",4,"$4,488.58","$6,412.25",112,6.699997,$0.00,$0.00,$0.00,$0.00,$0.00,$6.00,$0.00,2/23/16,12:56:13 PM,Tom Hawkins,Tom Hawkins,Melanie Browning,Vickie Stalmarck,0,0,0,0,0,0,$0.00,4,4,$0.00,$0.00,$0.00,$0.00,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,12.72,7.632,12.72,120,$959.48,"$1,030.35","$1,002.00","$1,041.98",$897.71,5
49,50095,50329 Rev1 by me,4970,82.8,"$3,084.30",3.3,86,"$3,203.50",94,"$3,501.50",95,3538.75,99,"$3,687.75",4,332,$50.00,$55.08,$462.65,$277.59,$462.65,0,$0.00,"$4,069.23","$5,813.18",10,$472.50,"$3,974.00","$4,541.73","$6,488.18",6,$283.50,"$3,785.00","$4,352.73","$6,218.18",10,$550.00,"$4,051.50","$4,619.23","$6,598.89",106.4,"$4,067.40",4,"$4,067.40","$5,810.57",96,10.4,$0.00,$0.00,$0.00,$0.00,$0.00,$6.00,$0.00,2/24/16,9:23:45 AM,Tom Hawkins,Tom Hawkins,Lonnie Hawkins,Vickie Stalmarck,0,0,0,0,0,0,$0.00,1,3,$0.00,$0.00,$0.00,$0.00,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,12.42,7.452,12.42,0,$508.65,$567.72,$544.09,$577.40,$508.43,8
77,51265,50398,960,18,$670.50,0.7,19,$707.75,23,$856.75,21,782.25,22,$819.50,3,34,$50.00,$0.00,$113.99,$60.35,$100.58,0,$0.00,"$1,103.49","$1,576.41",7.5,$354.38,"$1,173.88","$1,457.86","$2,082.66",4.5,$212.63,"$1,032.13","$1,316.11","$1,880.16",7.5,$412.50,"$1,232.00","$1,515.99","$2,165.69",25.1,$945.98,3,$945.98,"$1,351.39",24,1.1,$0.00,$0.00,$0.00,$0.00,$0.00,$2.00,$0.00,4/1/16,8:37:15 AM,Lonnie Hawkins,Lonnie Hawkins,Lonnie Hawkins,Vickie Stalmarck,0,0,0,0,0,0,$0.00,1,1,$0.00,$0.00,$0.00,$0.00,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,3.06,1.62,2.7,120,"$1,103.48","$1,457.86","$1,316.11","$1,515.98",$945.98,1
50,48621,50417,6322,135.4,"$6,397.65",5.4,141,"$6,662.25",171,"$8,079.75",154,7276.5,164,"$7,749.00",21,431,$50.00,$0.00,$756.55,$575.79,$959.65,0,$0.00,"$8,886.30","$12,694.71",52.5,"$2,480.63","$10,560.38","$11,366.92","$16,238.46",31.5,"$1,488.38","$9,568.13","$10,374.67","$14,820.96",52.5,"$2,887.50","$10,967.25","$11,773.80","$16,819.71",191.3,"$7,198.93",24,"$7,198.93","$10,284.18",184,7.300003,$0.00,$0.00,$0.00,$0.00,$0.00,$10.00,$0.00,2/25/16,1:04:16 PM,Joe Schroeder,Paul Moyers,Paul Moyers,Pam Sebrey,0,0,0,0,0,3240,$0.00,1,1,$0.00,$0.00,$0.00,$0.00,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,20.31,15.45741,25.76235,0,"$8,886.30","$11,366.92","$10,374.67","$11,773.80","$7,198.93",1
51,48621,50417 file,0,48.8,"$2,305.80",2,51,"$2,409.75",61,"$2,882.25",56,2646,59,"$2,787.75",7,,$100.00,$0.00,$272.67,$207.52,$3.46,0,$0.00,"$2,891.21","$4,130.30",17.5,$826.88,"$3,614.63","$3,718.08","$5,311.55",10.5,$496.13,"$3,283.88","$3,387.33","$4,839.05",17.5,$962.50,"$3,750.25","$3,853.71","$5,505.30",59.1,"$2,232.48",7,"$2,232.48","$3,189.25",56,3.099998,$0.00,$0.00,$0.00,$0.00,$0.00,$4.00,$0.00,2/25/16,1:56:59 PM,Joe Schroeder,Paul Moyers,Paul Moyers,Pam Sebrey,2925,0,0,0,0,0,$0.00,2,1,$0.00,$0.00,$0.00,$0.00,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,7.32,5.571061,0.09285101,0,"$2,891.21","$3,718.08","$3,387.33","$3,853.71","$2,232.47",1
52,50407,50442,540,9,$335.25,0.4,9,$335.25,11,$409.75,10,372.5,11,$409.75,1,4,$50.00,$0.00,$50.29,$30.17,$50.29,0,$0.00,$510.04,$728.63,2.5,$118.13,$527.88,$628.16,$897.38,1.5,$70.88,$480.63,$580.91,$829.88,2.5,$137.50,$547.25,$647.54,$925.05,12.4,$505.90,2,$505.90,$722.71,8,4.4,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,2/26/16,12:09:19 PM,Joe Schroeder,Joe Schroeder,Paul Moyers,Vickie Stalmarck,0,0,0,0,0,0,$0.00,1,1,$0.00,$0.00,$0.00,$0.00,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,1.35,0.81,1.35,0,$510.04,$628.16,$580.91,$647.54,$505.90,1
53,50426,50523,170,3.8,$141.55,0.2,4,$149.00,5,$186.25,4,149,5,$186.25,1,10,$50.00,$0.00,$21.23,$12.74,$21.23,0,$0.00,$317.48,$453.55,2.5,$118.13,$304.38,$435.61,$622.30,1.5,$70.88,$257.13,$388.36,$554.80,2.5,$137.50,$323.75,$454.98,$649.98,5.6,$264.60,1,$264.60,$378.00,0,5.6,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,3/1/16,11:25:22 AM,Tom Hawkins,Tom Hawkins,Lonnie Hawkins,Vickie Stalmarck,0,0,0,0,0,0,$0.00,1,1,$0.00,$0.00,$0.00,$0.00,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,0.5700001,0.342,0.5700001,60,$317.48,$435.61,$388.36,$454.98,$264.60,1
54,50510,50633,660,11,$409.75,0.4,11,$409.75,12,$447.00,12,447,13,$484.25,2,8,$50.00,$0.00,$61.46,$36.88,$61.46,0,$0.00,$558.46,$797.80,5,$236.25,$683.25,$794.71,"$1,135.30",3,$141.75,$588.75,$700.21,"$1,000.30",5,$275.00,$722.00,$833.46,"$1,190.66",13.7,$567.33,2,$567.33,$810.46,8,5.7,$0.00,$0.00,$0.00,$0.00,$0.00,$1.00,$0.00,3/7/16,9:03:43 AM,Joe Schroeder,Paul Moyers,Melanie Browning,Pam Sebrey,0,0,0,0,0,0,$0.00,1,1,$0.00,$0.00,$0.00,$0.00,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,1.65,0.9900001,1.65,0,$558.46,$794.71,$700.21,$833.46,$567.32,1
55,50564,50638,3405,56.8,"$2,115.80",2.3,59,"$2,197.75",65,"$2,421.25",65,2421.25,69,"$2,570.25",4,158,$150.00,$0.00,$317.37,$190.42,$317.37,0,$0.00,"$2,888.62","$4,126.60",10,$472.50,"$2,893.75","$3,361.12","$4,801.60",6,$283.50,"$2,704.75","$3,172.12","$4,531.60",10,$550.00,"$2,971.25","$3,438.62","$4,912.31",73.5,"$2,832.88",5,"$2,832.88","$4,046.96",64,9.5,$0.00,$0.00,$0.00,$0.00,$0.00,$4.00,$0.00,3/7/16,9:39:07 AM,Joe Schroeder,Paul Moyers,Melanie Browning,Pam Sebrey,0,0,0,0,0,0,$0.00,3,2,$0.00,$0.00,$0.00,$0.00,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,8.52,5.112,8.52,0,"$2,888.62","$3,361.12","$3,172.12","$3,438.62","$2,832.88",1
56,50622,50642,400,6.7,$249.58,0.3,7,$260.75,8.73,$325.19,8,298,8,$298.00,1,32,$50.00,$0.00,$42.43,$22.46,$37.44,0.27,$12.76,$430.38,$614.83,2.5,$118.13,$443.32,$548.50,$783.58,1.5,$70.88,$396.07,$501.25,$716.08,2.5,$137.50,$462.69,$567.88,$811.25,9.83,$384.47,1,$384.47,$549.24,8,1.83,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,3/7/16,10:36:01 AM,Lonnie Hawkins,Lonnie Hawkins,Lonnie Hawkins,Vickie Stalmarck,0,0,0,0,0,0,$0.00,1,1,$0.00,$0.00,$0.00,$0.00,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,1.139,0.603,1.005,0,$430.38,$548.50,$501.25,$567.88,$384.47,1
57,50337,50758,712,11.9,$443.28,0.5,12,$447.00,14,$521.50,14,521.5,14,$521.50,2,39,$0.00,$6.48,$66.49,$39.89,$66.49,0,$0.00,$567.87,$811.25,5,$236.25,$757.75,$804.12,"$1,148.75",3,$141.75,$663.25,$709.62,"$1,013.75",5,$275.00,$796.50,$842.87,"$1,204.11",15.1,$633.48,2,$633.48,"$2,864.96",8,7.1,$100.00,$150.00,$0.00,$852.00,$50.00,$1.00,$0.00,3/9/16,2:36:25 PM,Joe Schroeder,Paul Moyers,Melanie Browning,Pam Sebrey,0,0,0,0,0,0,$0.00,0,1,$0.00,$0.00,$0.00,$0.00,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,1.785,1.071,1.785,0,$567.87,$804.12,$709.62,$842.87,"$2,005.47",1
58,50337,50784,2931,48.8,"$1,817.80",2,51,"$1,899.75",58,"$2,160.50",56,2086,59,"$2,197.75",2,178,$50.00,$97.20,$272.67,$163.60,$272.67,0,$0.00,"$2,580.37","$3,686.24",5,$236.25,"$2,396.75","$2,816.62","$4,023.74",3,$141.75,"$2,302.25","$2,722.12","$3,888.74",5,$275.00,"$2,435.50","$2,855.37","$4,079.10",65.3,"$2,525.43",3,"$2,525.43","$7,876.32",56,9.300003,$150.00,$675.00,$0.00,"$1,278.00",$225.00,$3.00,$0.00,3/10/16,11:23:28 AM,Joe Schroeder,Joe Schroeder,Melanie Browning,Pam Sebrey,0,0,0,0,0,0,$0.00,1,3,$0.00,$0.00,$0.00,$0.00,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,7.32,4.392,7.32,0,"$2,580.37","$2,816.62","$2,722.12","$2,855.37","$5,513.42",1
59,50699,50788,2337,107.8,"$4,015.55",4.3,112,"$4,172.00",127,"$4,730.75",123,4581.75,130,"$4,842.50",4,125,$250.00,$9.72,$602.33,$361.40,$602.33,0,$0.00,"$5,592.80","$7,989.72",10,$472.50,"$5,203.25","$6,065.30","$8,664.72",6,$283.50,"$5,014.25","$5,876.30","$8,394.72",10,$550.00,"$5,280.75","$6,142.80","$8,775.43",143.2,"$5,486.20",4,"$5,486.20","$7,837.43",128,15.2,$0.00,$0.00,$0.00,$0.00,$0.00,$8.00,$0.00,3/10/16,12:37:14 PM,Joe Schroeder,Paul Moyers,Paul Moyers,Pam Sebrey,0,4130,0,0,0,0,$0.00,5,4,$0.00,$0.00,$0.00,$0.00,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,16.17,9.702001,16.17,0,"$5,592.80","$6,065.30","$5,876.30","$6,142.80","$5,486.20",1
60,50779,50798,210,3.5,$130.38,0.1,4,$149.00,4,$149.00,4,149,4,$149.00,1,8,$50.00,$0.00,$22.16,$11.73,$19.56,0,$0.00,$221.16,$315.95,2.5,$118.13,$267.13,$339.29,$484.70,1.5,$70.88,$219.88,$292.04,$417.20,2.5,$137.50,$286.50,$358.66,$512.38,4.6,$217.35,1,$217.35,$310.50,0,4.6,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,3/10/16,2:28:41 PM,Lonnie Hawkins,,,,0,0,0,0,0,0,$0.00,1,1,$0.00,$0.00,$0.00,$0.00,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,0.595,0.315,0.525,0,$221.16,$339.29,$292.04,$358.66,$217.35,1
